"Code","Description","Version"
"F63A","VENOUS THROMBOSIS, MAJC","8"
"F63B","VENOUS THROMBOSIS, MINC","8"
"F64A","SKN ULCERS IN CIRC DIS, MAJC","8"
"F64B","SKN ULCERS IN CIRC DIS, INTC","8"
"F64C","SKN ULCERS IN CIRC DIS, MINC","8"
"F65A","PERIPHERAL VASCULAR DIS, MAJC","8"
"F65B","PERIPHERAL VASCULAR DIS, MINC","8"
"F66A","CORONARY ATHEROSCLEROSIS, MAJC","8"
"F66B","CORONARY ATHEROSCLEROSIS, MINC","8"
"F67A","HYPERTENSION, MAJC","8"
"F67B","HYPERTENSION, MINC","8"
"F68A","CONGENITAL HEART DISEASE, MAJC","8"
"F68B","CONGENITAL HEART DISEASE, MINC","8"
"F69A","VALVULAR DISORDERS, MAJC","8"
"F69B","VALVULAR DISORDERS, MINC","8"
"F72A","UNSTABLE ANGINA, MAJC","8"
"F72B","UNSTABLE ANGINA, MINC","8"
"F73A","SYNCOPE & COLLAPSE, MAJC","8"
"F73B","SYNCOPE & COLLAPSE, MINC","8"
"F74A","CHEST PAIN, MAJC","8"
"F74B","CHEST PAIN, MINC","8"
"F75A","OTHER CIRCULATORY DIS, MAJC","8"
"F75B","OTHER CIRCULATORY DIS, INTC","8"
"F75C","OTHER CIRCULATORY DIS, MINC","8"
"F76A","ARRHY,CARD ARRST&COND DIS,MAJC","8"
"F76B","ARRHY,CARD ARRST&COND DIS,MINC","8"
"G01A","RECTAL RESECTION, MAJC","8"
"G01B","RECTAL RESECTION, INTC","8"
"G01C","RECTAL RESECTION, MINC","8"
"G02A","MJR SMALL&LARGE BOWEL PR, MAJC","8"
"G02B","MJR SMALL&LARGE BOWEL PR, INTC","8"
"G02C","MJR SMALL&LARGE BOWEL PR, MINC","8"
"H07A","OPEN CHOLECYSTECTOMY, MAJC","8"
"H07B","OPEN CHOLECYSTECTOMY, INTC","8"
"H07C","OPEN CHOLECYSTECTOMY, MINC","8"
"H08A","LAP CHOLECYSTECTOMY, MAJC","8"
"H08B","LAP CHOLECYSTECTOMY, MINC","8"
"H40A","ENDO PR BLEED OES VARICES,MAJC","8"
"H40B","ENDO PR BLEED OES VARICES,INTC","8"
"H40C","ENDO PR BLEED OES VARICES,MINC","8"
"H43A","ERCP PROCEDURES, MAJC","8"
"H43B","ERCP PROCEDURES, INTC","8"
"H43C","ERCP PROCEDURES, MINC","8"
"H60A","CIRRHOSIS&ALC HEPATITIS, MAJC","8"
"H60B","CIRRHOSIS&ALC HEPATITIS, INTC","8"
"H60C","CIRRHOSIS&ALC HEPATITIS, MINC","8"
"H61A","MALG HEPATOBIL SYS&PANCR, MAJC","8"
"H61B","MALG HEPATOBIL SYS&PANCR, MINC","8"
"C13Z","LACRIMAL PROCEDURES","8"
"C14A","OTHER EYE PROCEDURES, MAJC","8"
"C14B","OTHER EYE PROCEDURES, MINC","8"
"C15Z","GLAUCOMA/CMPLX CATARACT PROCS","8"
"C16Z","LENS PROCEDURES","8"
"C60A","AC & MJR EYE INFECTIONS, MAJC","8"
"C60B","AC & MJR EYE INFECTIONS, MINC","8"
"C61A","NEURO & VASCLR DIS EYE, MAJC","8"
"C61B","NEURO & VASCLR DIS EYE, MINC","8"
"C62A","HYPH & MED M TRAUMA EYE, MAJC","8"
"C62B","HYPH & MED M TRAUMA EYE, MINC","8"
"C63A","OTH DIS OF THE EYE, MAJC","8"
"C63B","OTH DIS OF THE EYE, INTC","8"
"C63C","OTH DIS OF THE EYE, MINC","8"
"D01Z","COCHLEAR IMPLANT","8"
"D02A","HEAD & NECK PROCEDURES, MAJC","8"
"D02B","HEAD & NECK PROCEDURES, INTC","8"
"D02C","HEAD & NECK PROCEDURES, MINC","8"
"D03Z","SURGICAL REPR CLEFT LIP/PALATE","8"
"D04A","MAXILLO SURGERY, MAJC","8"
"D04B","MAXILLO SURGERY, MINC","8"
"D05Z","PAROTID GLAND PROCEDURES","8"
"D06Z","SINUS & COMPLEX MIDDLE EAR PR","8"
"D10Z","NASAL PROCEDURES","8"
"D11Z","TONSILLECTOMY, ADENOIDECTOMY","8"
"D12A","OTH EAR,NOSE,MTH&THRT PR, MAJC","8"
"D12B","OTH EAR,NOSE,MTH&THRT PR, MINC","8"
"D13Z","MYRINGOTOMY + TUBE INSERTION","8"
"D14A","MOUTH&SALIVRY GLAND PR, MAJC","8"
"D14B","MOUTH&SALIVRY GLAND PR, MINC","8"
"D15Z","MASTOID PROCEDURES","8"
"D40Z","DENTAL EXTRACT & RESTORATIONS","8"
"D60A","EAR,NOSE,MTH&THRT MALIG, MAJC","8"
"D60B","EAR,NOSE,MTH&THRT MALIG, MINC","8"
"D61A","DYSEQUILIBRIUM, MAJC","8"
"D61B","DYSEQUILIBRIUM, MINC","8"
"D62A","EPISTAXIS, MAJC","8"
"D62B","EPISTAXIS, MINC","8"
"D63A","OTITIS MEDIA&UPP RESP INF,MAJC","8"
"D63B","OTITIS MEDIA&UPP RESP INF,MINC","8"
"D64A","LARYNGOTRTIS&EPIGLOTTITIS,MAJC","8"
"D64B","LARYNGOTRTIS&EPIGLOTTITIS,MINC","8"
"D65A","NASAL TRAUMA & DEFORMITY, MAJC","8"
"D65B","NASAL TRAUMA & DEFORMITY, MINC","8"
"D66A","OTH EAR,NOSE,MTH&THRT DIS,MAJC","8"
"D66B","OTH EAR,NOSE,MTH&THRT DIS,MINC","8"
"D67A","ORAL & DENTAL DISORDERS, MAJC","8"
"D67B","ORAL & DENTAL DISORDERS, MINC","8"
"E01A","MAJOR CHEST PROCEDURES, MAJC","8"
"E01B","MAJOR CHEST PROCEDURES, INTC","8"
"E01C","MAJOR CHEST PROCEDURES, MINC","8"
"E02A","OTHER RESPIRATORY SYS PR, MAJC","8"
"E02B","OTHER RESPIRATORY SYS PR, INTC","8"
"E02C","OTHER RESPIRATORY SYS PR, MINC","8"
"E40A","RESP SYS DIS, VENT SUPP, MAJC","8"
"E40B","RESP SYS DIS, VENT SUPP, MINC","8"
"E41A","RESP SYS DIS,NON-INV VENT,MAJC","8"
"E41B","RESP SYS DIS,NON-INV VENT,MINC","8"
"E42A","BRONCHOSCOPY, MAJC","8"
"E42B","BRONCHOSCOPY, MINC","8"
"E60A","CYSTIC FIBROSIS, MAJC","8"
"E60B","CYSTIC FIBROSIS, MINC","8"
"E61A","PULMONARY EMBOLISM, MAJC","8"
"E74A","INTERSTITIAL LUNG DIS, MAJC","8"
"E74B","INTERSTITIAL LUNG DIS, MINC","8"
"E75A","OTHER RESP SYS DIS, MAJC","8"
"E75B","OTHER RESP SYS DIS, MINC","8"
"E76A","RESPIRATORY TUBERCULOSIS, MAJC","8"
"E76B","RESPIRATORY TUBERCULOSIS, MINC","8"
"F01A","IMPL/REPL AICD, TOT SYS, MAJC","8"
"F01B","IMPL/REPL AICD, TOT SYS, MINC","8"
"F02Z","OTHER AICD PROCEDURES","8"
"F03A","CRD VLV PR+PMP+INV INVES, MAJC","8"
"F03B","CRD VLV PR+PMP+INV INVES, MINC","8"
"F04A","CRD VLV PR+PMP-INV INVES, MAJC","8"
"F04B","CRD VLV PR+PMP-INV INVES, INTC","8"
"F04C","CRD VLV PR+PMP-INV INVES, MINC","8"
"F05A","CRNRY BYPSS+INV INVES, MAJC","8"
"F05B","CRNRY BYPSS+INV INVES, MINC","8"
"F06A","CRNRY BYPSS-INV INVES, MAJC","8"
"F06B","CRNRY BYPSS-INV INVES, MINC","8"
"F07A","OTH CARDTHOR/VASC PR+PMP, MAJC","8"
"F07B","OTH CARDTHOR/VASC PR+PMP, INTC","8"
"F07C","OTH CARDTHOR/VASC PR+PMP, MINC","8"
"F08A","MJR RECNSTR VASC PR-PUMP, MAJC","8"
"F08B","MJR RECNSTR VASC PR-PUMP, INTC","8"
"F08C","MJR RECNSTR VASC PR-PUMP, MINC","8"
"F09A","OTH CARDIOTHR PR-CPB PMP, MAJC","8"
"F09B","OTH CARDIOTHR PR-CPB PMP, INTC","8"
"F09C","OTH CARDIOTHR PR-CPB PMP, MINC","8"
"F10A","INTERVENT CRNRY PR + AMI, MAJC","8"
"F10B","INTERVENT CRNRY PR + AMI, MINC","8"
"F11A","AMP CIRC DIS-UP LMB&TOE, MAJC","8"
"F11B","AMP CIRC DIS-UP LMB&TOE, MINC","8"
"F12A","IMPL/REPL PM, TOT SYS, MAJC","8"
"F12B","IMPL/REPL PM, TOT SYS, MINC","8"
"F13A","AMP CIRC DIS,UPP LMB&TOE, MAJC","8"
"F13B","AMP CIRC DIS,UPP LMB&TOE, MINC","8"
"F14A","VASC PR-MJR RECONSTR-PMP, MAJC","8"
"F14B","VASC PR-MJR RECONSTR-PMP, INTC","8"
"B07A","CRANL/PRPHL NERV&OTH PR, MAJC","8"
"B07B","CRANL/PRPHL NERV&OTH PR, MINC","8"
"B40Z","PLASMAPHERESIS + NEURO DIS, SD","8"
"B41Z","TELEMETRIC EEG MONITORING","8"
"B42A","NERV SYS DIS +VENT SUPP, MAJC","8"
"B42B","NERV SYS DIS +VENT SUPP, MINC","8"
"B60A","ACUTE PARA/QUAD+/-OR PR, MAJC","8"
"B60B","ACUTE PARA/QUAD+/-OR PR, MINC","8"
"B61A","SPINAL CORD COND+/-OR PR, MAJC","8"
"B61B","SPINAL CORD COND+/-OR PR, MINC","8"
"B62Z","APHERESIS","8"
"B63A","DMNTIA&CHRNIC DIST CBL FN,MAJC","8"
"B63B","DMNTIA&CHRNIC DIST CBL FN,MINC","8"
"B64A","DELIRIUM, MAJC","8"
"B64B","DELIRIUM, MINC","8"
"B65A","CEREBRAL PALSY, MAJC","8"
"B65B","CEREBRAL PALSY, MINC","8"
"B66A","NERVOUS SYSTEM NEOPLASM, MAJC","8"
"B66B","NERVOUS SYSTEM NEOPLASM, MINC","8"
"B67A","DEGNRTV NERV SYS DIS, MAJC","8"
"B67B","DEGNRTV NERV SYS DIS, INTC","8"
"B67C","DEGNRTV NERV SYS DIS, MINC","8"
"B68A","MLT SCLROSIS&CBL ATAXIA, MAJC","8"
"B68B","MLT SCLROSIS&CBL ATAXIA, MINC","8"
"B69A","TIA & PRECEREBRL OCCLUSN, MAJC","8"
"B69B","TIA & PRECEREBRL OCCLUSN, MINC","8"
"B70A","STROKE & OTH CEREB DIS, MAJC","8"
"B70B","STROKE & OTH CEREB DIS, INTC","8"
"B70C","STROKE & OTH CEREB DIS, MINC","8"
"B70D","STROKE & OTH CEREB DIS, TR<5D","8"
"B71A","CRANIAL&PERIPHL NERV DIS, MAJC","8"
"B71B","CRANIAL&PERIPHL NERV DIS, MINC","8"
"B72A","NRVS SYS INF EX VRL MNGTS,MAJC","8"
"B72B","NRVS SYS INF EX VRL MNGTS,MINC","8"
"B73Z","VIRAL MENINGITIS","8"
"B74A","NONTRAUMATIC STUPOR&COMA, MAJC","8"
"B74B","NONTRAUMATIC STUPOR&COMA, MINC","8"
"B75Z","FEBRILE CONVULSIONS","8"
"B76A","SEIZURES, MAJC","8"
"B76B","SEIZURES, MINC","8"
"B77A","HEADACHES, MAJC","8"
"B77B","HEADACHES, MINC","8"
"B78A","INTRACRANIAL INJURIES, MAJC","8"
"B78B","INTRACRANIAL INJURIES, MINC","8"
"B78C","INTRACRANIAL INJURIES, TR<5D","8"
"B79A","SKULL FRACTURES, MAJC","8"
"B79B","SKULL FRACTURES, MINC","8"
"B80A","OTHER HEAD INJURIES, MAJC","8"
"B80B","OTHER HEAD INJURIES, MINC","8"
"B81A","OTHER DIS OF NERVOUS SYS, MAJC","8"
"B81B","OTHER DIS OF NERVOUS SYS, MINC","8"
"B82A","CHR&UNSP PARA/QUAD+/-PR, MAJC","8"
"B82B","CHR&UNSP PARA/QUAD+/-PR, INTC","8"
"B82C","CHR&UNSP PARA/QUAD+/-PR, MINC","8"
"C01A","PR FOR PENETRTNG EYE INJ, MAJC","8"
"C01B","PR FOR PENETRTNG EYE INJ, MINC","8"
"C02Z","ENUCLEATIONS & ORBITAL PROCS","8"
"C03A","RETINAL PROCEDURES, MAJC","8"
"C03B","RETINAL PROCEDURES, MINC","8"
"C04A","MJR CORN,SCLERL&CNJNCT PR,MAJC","8"
"C04B","MJR CORN,SCLERL&CNJNCT PR,MINC","8"
"C05Z","DACRYOCYSTORHINOSTOMY","8"
"C10Z","STRABISMUS PROCEDURES","8"
"C11Z","EYELID PROCEDURES","8"
"C12Z","OTHER CORN, SCLERAL&CONJNCT PR","8"
"E61B","PULMONARY EMBOLISM, MINC","8"
"E62A","RESPIR INFECTN/INFLAMM, MAJC","8"
"E62B","RESPIR INFECTN/INFLAMM, MINC","8"
"801A","OR PR UNREL TO PDX, MAJC","8"
"801B","OR PR UNREL TO PDX, INTC","8"
"801C","OR PR UNREL TO PDX, MINC","8"
"960Z","UNGROUPABLE","8"
"961Z","UNACCEPTABLE PRINCIPAL DX","8"
"963Z","NEONATAL DX NOT CONSNT AGE/WGT","8"
"A01Z","LIVER TRANSPLANT","8"
"A03Z","LUNG OR HEART-LUNG TRANSPLANT","8"
"A05Z","HEART TRANSPLANT","8"
"A06A","TRACHEOSTMY/VENT>=96HRS, MAJC","8"
"A06B","TRACHEOSTMY/VENT>=96HRS, INTC","8"
"A06C","TRACHEOSTMY/VENT>=96HRS, MINC","8"
"A07A","ALLOGENEIC BMT, AGE<=16Y/MAJC","8"
"A07B","ALLOGENEIC BMT, AGE>=17Y+MINC","8"
"A08A","AUTOLOGOUS BMT, MAJC","8"
"A08B","AUTOLOGOUS BMT, MINC","8"
"A09A","KDNY TRANSPLNT, AGE<=16Y/MAJC","8"
"A09B","KDNY TRANSPLNT, AGE>=17Y+MINC","8"
"A10Z","INSERTION OF VAD","8"
"A11A","INS IMPLNT SP INFUS DEV, MAJC","8"
"A11B","INS IMPLNT SP INFUS DEV, MINC","8"
"A12Z","INS NEUROSTIMULATOR DEV","8"
"A40A","ECMO, MAJC","8"
"A40B","ECMO, MINC","8"
"B01A","VENTRICULAR SHUNT REV, MAJC","8"
"B01B","VENTRICULAR SHUNT REV, MINC","8"
"B02A","CRANIAL PROCEDURES, MAJC","8"
"B02B","CRANIAL PROCEDURES, INTC","8"
"B02C","CRANIAL PROCEDURES, MINC","8"
"B03A","SPINAL PROCEDURES, MAJC","8"
"B03B","SPINAL PROCEDURES, INTC","8"
"B03C","SPINAL PROCEDURES, MINC","8"
"B04A","EXTRACRANIAL VASCULAR PR, MAJC","8"
"B04B","EXTRACRANIAL VASCULAR PR, INTC","8"
"B04C","EXTRACRANIAL VASCULAR PR, MINC","8"
"B05Z","CARPAL TUNNEL RELEASE","8"
"B06A","CBL PSY,MUS DYSY,NPTHY PR,MAJC","8"
"B06B","CBL PSY,MUS DYSY,NPTHY PR,INTC","8"
"B06C","CBL PSY,MUS DYSY,NPTHY PR,MINC","8"
"L","Research","PSC1.0"
"X","Extended – Clinical","PSC1.0"
"Y","Early Intervention – Psychosis","PSC1.0"
"ZZ","Ungroupable - NonAdmitted MH","PSC1.0"
"A","Acute – Clinical","PSC1.0"
"C","Consultation to Service Unit not funded from MH Program","PSC1.0"
"D","Early Intervention – Depression","PSC1.0"
"E","Emergency – Clinical","PSC1.0"
"F","Emergency – Social","PSC1.0"
"G","Early Intervention – General","PSC1.0"
"H","Acute - Social","PSC1.0"
"J","Promotion, Prevention or Early Intervention NOS","PSC1.0"
"K","Consultation to a Mental Health Service Unit","PSC1.0"
"M","MH Service not otherwise specified","PSC1.0"
"N","Early Intervention – Anxiety","PSC1.0"
"P","Mental Health Promotion","PSC1.0"
"Q","Emergency/acute – clinical/social","PSC1.0"
"R","Rehabilitation – Clinical","PSC1.0"
"S","Rehabilitation – Social","PSC1.0"
"U","Extended – Social","PSC1.0"
"V","Mental Illness Prevention","PSC1.0"
"W","Non-acute – clinical/social","PSC1.0"
"090","Adm_T4_Psych illness","1.7"
"091","Adm_T5_All oth MDB groups 2","1.7"
"092","Adm_T5_Injury","1.7"
"093","Adm_T5_GastroSys Illness","1.7"
"094","Adm_T5_Psych illness","1.7"
"095","N-A_T2_RespSys Illness","1.7"
"096","N-A_T2_Urolsys illness","1.7"
"097","N-A_T2_GastroSys Illness","1.7"
"098","N-A_T2_Neurol illness","1.7"
"099","N-A_T2_Blood/immsys illness","1.7"
"0E1","Er-Epi End Not=1-7","1.7"
"0E2","Er-Tr Not=1-5","1.7"
"0E3","Er-Blank Diag Code","1.7"
"0E4","Error – Invalid or unspecified diagnosis classification type","1.7"
"0E5","Error – Diagnosis code – No MDB map","1.7"
"0E6","Error –  visit type not =1-5","1.7"
"0E7","Error – Sex code not consistent with diagnosis code","1.7"
"0E8","Error – Diagnosis code not recognised","1.7"
"100","N-A_T2_Psych illness","1.7"
"101","N-A_T3_Poisoning ","1.7"
"102","N-A_T3_Tox Effs Drug","1.7"
"103","N-A_T3_Illness of eyes","1.7"
"104","N-A_T3_Blood/immsys illness","1.7"
"105","N-A_T3_Psych illness","1.7"
"106","N-A_T4_Poisoning","1.7"
"107","N-A_T4_Tox Effs Drug","1.7"
"108","N-A_T4_RespSys Illness","1.7"
"109","N-A_T4_Blood/immsys illness","1.7"
"110","N-A_T4_Obs & NB/Neonate","1.7"
"111","N-A_T4_Gyn/Male sys illness","1.7"
"112","N-A_T4_Psych illness","1.7"
"113","N-A_T5_CircSys Illness","1.7"
"114","N-A_T5_GastroSys Illness","1.7"
"115","N-A_T5_Illness of the eyes, ENT","1.7"
"116","N-A_T5_Illness of the skin","1.7"
"117","N-A_T5_Blood/immsys illness","1.7"
"118","N-A_T5_Obs & NB/Neonate","1.7"
"028","InValid Class","1.7"
"029","Adm_T3_All other MDB groups","1.7"
"030","Adm_T4_Poisoning/Toxic effects of drugs","1.7"
"031","Adm_T4_RespSys Illness","1.7"
"032","Adm_T4_GastroSys Illness","1.7"
"033","Adm_T4_All other MDB groups","1.7"
"034","Adm_T4_Injury","1.7"
"035","Adm_T4_Psychiatric/Social problem/Other presentation","1.7"
"037","Adm_T5_All other MDB groups","1.7"
"038","Dead on Arrival w any Triage w any MDB","1.7"
"039","NA_T1_All Oth MDB Gps","1.7"
"040","N-A_T2_Tox Effs Drug","1.7"
"043","N-A_T2_Circulatory system / Respiratory system illness","1.7"
"044","N-A_T2_Injury","1.7"
"045","N-A_T2_Poisoning","1.7"
"046","N-A_T2_All other MDB groups","1.7"
"048","N-A_T3_Circulatory system illness","1.7"
"050","N-A_T3_Injury","1.7"
"051","NA_T3_Gentitourin Illness","1.7"
"052","NA_T3_GastroSys Illness","1.7"
"053","N-A_T3_Neurological illness","1.7"
"055","NA_T3_RespSys Illness","1.7"
"056","N-A_T3_Musculoskeletal/connective tissue illness","1.7"
"057","N-A_T3_All other MDB groups","1.7"
"058","N-A_T4_Injury","1.7"
"060","N-A_T4_Urosystem illness","1.7"
"061","N-A_T4_Circulatory system / Respiratory system illness","1.7"
"062","NA_T4_GastroSys Illness","1.7"
"063","N-A_T4_Musculoskeletal/connective tissue illness","1.7"
"065","N-A_T4_Illness of the ENT","1.7"
"066","N-A_T4_Illness of the Eyes","1.7"
"067","N-A_T4_Other presentation block","1.7"
"068","N-A_T4_All other MDB groups","1.7"
"069","N-A_T5_Poisoning/Toxic effects of drugs","1.7"
"070","N-A_T5_Injury","1.7"
"071","N-A_T5_Other presentation block","1.7"
"072","N-A_T5_All other MDB groups","1.7"
"073","Did Not Wait","1.7"
"074","Trans present_1, 2","1.7"
"075","Died in ED_triage 1","1.7"
"076","Adm_Planned Ret all Triage","1.7"
"077","N-A Planned Ret – Tri 1, 2","1.7"
"078","N-A Planned Ret – Tri 3-5","1.7"
"079","Adm_T1_Psych illness","1.7"
"080","Adm_T2_Sys infection","1.7"
"081","Adm_T2_Urolsys illness","1.7"
"082","Adm_T2_Psych illness","1.7"
"083","Adm_T3_Ill of eyes, ENT","1.7"
"084","Adm_T3_Hept syst illness","1.7"
"085","Adm_T3_Psych illness","1.7"
"086","Adm_T4_CircSys Illness","1.7"
"087","Adm_T4_Ill of eyes, ENT","1.7"
"088","Adm_T4_Blood/immsys illness","1.7"
"089","Adm_T4_Gyn/Male sys illness","1.7"
"119","N-A_T5_Genitouri sys illness","1.7"
"120","N-A_T5_Psych illness","1.7"
"121","Transfer - Triage 3","1.7"
"122","Transfer - Triage 4","1.7"
"123","Transfer - Triage 5","1.7"
"124","Died in ED - Triage 2, 3, 4, 5","1.7"
"125","Left at own risk_1, 2","1.7"
"126","Left at own risk_3","1.7"
"127","Left at own risk_4","1.7"
"128","Left at own risk_5","1.7"
"E1","Invalid/missing Episode End Status","1.7"
"E2","Invalid/missing Triage","1.7"
"E3","Blank Diagnosis code","1.7"
"E4","Invalid or unspecified diagnosis classification type","1.7"
"E5","Diagnosis code – no Major Diagnostic Block map","1.7"
"E6","Invalid/missing Type of Visit ","1.7"
"E7","Sex code not consistent with diagnosis code","1.7"
"E8","Diagnosis code not recognised","1.7"
"000","InValid Class","1.7"
"001","InValid Class","1.7"
"002","InValid Class","1.7"
"003","Adm_T1_Injury","1.7"
"004","Adm_T1_Poisoning","1.7"
"005","Adm_T1_RespSys Illness","1.7"
"006","Adm_T1_Circulatory system illness","1.7"
"007","Adm_T1_All other MDB groups","1.7"
"008","InValid Class","1.7"
"009","Adm_T2_Poisoning","1.7"
"010","Adm_T2_Injury","1.7"
"011","Adm_T2_GastroSys Illness","1.7"
"012","Adm_T2_RespSys Illness","1.7"
"013","InValid Class","1.7"
"014","Adm_T2_Neurological illness","1.7"
"015","Adm_T2_Toxic effects of drugs","1.7"
"016","Adm_T2_Circulatory system illness","1.7"
"017","Adm_T2_All other MDB groups","1.7"
"018","InValid Class","1.7"
"019","Adm_T3_Blood/Imm syst illness","1.7"
"020","Adm_T3_Injury","1.7"
"021","Adm_T3_Neurological illness","1.7"
"022","Adm_T3_Obstetric/Gynaecological illness","1.7"
"023","Adm_T3_Gastrointestinal system illness","1.7"
"024","Adm_T3_Circulatory system illness","1.7"
"025","Adm_T3_Poisoning/Toxic effects of drugs","1.7"
"026","Adm_T3_Urological illness","1.7"
"027","Adm_T3_RespSys Illness","1.7"
"E3","Blank Diagnosis code","1.7"
"E4","Invalid or unspecified diagnosis classification type","1.7"
"E5","Diagnosis code – no Major Diagnostic Block map","1.7"
"E6","Invalid/missing Type of Visit ","1.7"
"E7","Sex code not consistent with diagnosis code","1.7"
"E8","Diagnosis code not recognised","1.7"
"084","Adm_T3_Hept syst illness","1.7"
"085","Adm_T3_Psych illness","1.7"
"086","Adm_T4_CircSys Illness","1.7"
"087","Adm_T4_Ill of eyes, ENT","1.7"
"088","Adm_T4_Blood/immsys illness","1.7"
"089","Adm_T4_Gyn/Male sys illness","1.7"
"090","Adm_T4_Psych illness","1.7"
"091","Adm_T5_All oth MDB groups 2","1.7"
"092","Adm_T5_Injury","1.7"
"093","Adm_T5_GastroSys Illness","1.7"
"094","Adm_T5_Psych illness","1.7"
"095","N-A_T2_RespSys Illness","1.7"
"096","N-A_T2_Urolsys illness","1.7"
"097","N-A_T2_GastroSys Illness","1.7"
"098","N-A_T2_Neurol illness","1.7"
"099","N-A_T2_Blood/immsys illness","1.7"
"0E1","Er-Epi End Not=1-7","1.7"
"0E2","Er-Tr Not=1-5","1.7"
"0E3","Er-Blank Diag Code","1.7"
"0E4","Error – Invalid or unspecified diagnosis classification type","1.7"
"0E5","Error – Diagnosis code – No MDB map","1.7"
"0E6","Error –  visit type not =1-5","1.7"
"0E7","Error – Sex code not consistent with diagnosis code","1.7"
"0E8","Error – Diagnosis code not recognised","1.7"
"100","N-A_T2_Psych illness","1.7"
"101","N-A_T3_Poisoning ","1.7"
"102","N-A_T3_Tox Effs Drug","1.7"
"103","N-A_T3_Illness of eyes","1.7"
"104","N-A_T3_Blood/immsys illness","1.7"
"105","N-A_T3_Psych illness","1.7"
"106","N-A_T4_Poisoning","1.7"
"107","N-A_T4_Tox Effs Drug","1.7"
"108","N-A_T4_RespSys Illness","1.7"
"109","N-A_T4_Blood/immsys illness","1.7"
"110","N-A_T4_Obs & NB/Neonate","1.7"
"111","N-A_T4_Gyn/Male sys illness","1.7"
"112","N-A_T4_Psych illness","1.7"
"113","N-A_T5_CircSys Illness","1.7"
"114","N-A_T5_GastroSys Illness","1.7"
"115","N-A_T5_Illness of the eyes, ENT","1.7"
"116","N-A_T5_Illness of the skin","1.7"
"117","N-A_T5_Blood/immsys illness","1.7"
"118","N-A_T5_Obs & NB/Neonate","1.7"
"020","Adm_T3_Injury","1.7"
"021","Adm_T3_Neurological illness","1.7"
"022","Adm_T3_Obstetric/Gynaecological illness","1.7"
"023","Adm_T3_Gastrointestinal system illness","1.7"
"024","Adm_T3_Circulatory system illness","1.7"
"025","Adm_T3_Poisoning/Toxic effects of drugs","1.7"
"026","Adm_T3_Urological illness","1.7"
"027","Adm_T3_RespSys Illness","1.7"
"028","InValid Class","1.7"
"029","Adm_T3_All other MDB groups","1.7"
"030","Adm_T4_Poisoning/Toxic effects of drugs","1.7"
"031","Adm_T4_RespSys Illness","1.7"
"032","Adm_T4_GastroSys Illness","1.7"
"033","Adm_T4_All other MDB groups","1.7"
"034","Adm_T4_Injury","1.7"
"035","Adm_T4_Psychiatric/Social problem/Other presentation","1.7"
"037","Adm_T5_All other MDB groups","1.7"
"038","Dead on Arrival w any Triage w any MDB","1.7"
"039","NA_T1_All Oth MDB Gps","1.7"
"040","N-A_T2_Tox Effs Drug","1.7"
"043","N-A_T2_Circulatory system / Respiratory system illness","1.7"
"044","N-A_T2_Injury","1.7"
"045","N-A_T2_Poisoning","1.7"
"046","N-A_T2_All other MDB groups","1.7"
"048","N-A_T3_Circulatory system illness","1.7"
"050","N-A_T3_Injury","1.7"
"051","NA_T3_Gentitourin Illness","1.7"
"052","NA_T3_GastroSys Illness","1.7"
"053","N-A_T3_Neurological illness","1.7"
"055","NA_T3_RespSys Illness","1.7"
"056","N-A_T3_Musculoskeletal/connective tissue illness","1.7"
"057","N-A_T3_All other MDB groups","1.7"
"058","N-A_T4_Injury","1.7"
"060","N-A_T4_Urosystem illness","1.7"
"061","N-A_T4_Circulatory system / Respiratory system illness","1.7"
"062","NA_T4_GastroSys Illness","1.7"
"063","N-A_T4_Musculoskeletal/connective tissue illness","1.7"
"065","N-A_T4_Illness of the ENT","1.7"
"066","N-A_T4_Illness of the Eyes","1.7"
"067","N-A_T4_Other presentation block","1.7"
"068","N-A_T4_All other MDB groups","1.7"
"069","N-A_T5_Poisoning/Toxic effects of drugs","1.7"
"070","N-A_T5_Injury","1.7"
"071","N-A_T5_Other presentation block","1.7"
"072","N-A_T5_All other MDB groups","1.7"
"073","Did Not Wait","1.7"
"074","Trans present_1, 2","1.7"
"075","Died in ED_triage 1","1.7"
"076","Adm_Planned Ret all Triage","1.7"
"077","N-A Planned Ret – Tri 1, 2","1.7"
"078","N-A Planned Ret – Tri 3-5","1.7"
"079","Adm_T1_Psych illness","1.7"
"080","Adm_T2_Sys infection","1.7"
"081","Adm_T2_Urolsys illness","1.7"
"082","Adm_T2_Psych illness","1.7"
"083","Adm_T3_Ill of eyes, ENT","1.7"
"119","N-A_T5_Genitouri sys illness","1.7"
"120","N-A_T5_Psych illness","1.7"
"121","Transfer - Triage 3","1.7"
"122","Transfer - Triage 4","1.7"
"123","Transfer - Triage 5","1.7"
"124","Died in ED - Triage 2, 3, 4, 5","1.7"
"125","Left at own risk_1, 2","1.7"
"126","Left at own risk_3","1.7"
"127","Left at own risk_4","1.7"
"128","Left at own risk_5","1.7"
"E1","Invalid/missing Episode End Status","1.7"
"E2","Invalid/missing Triage","1.7"
"000","InValid Class","1.7"
"001","InValid Class","1.7"
"002","InValid Class","1.7"
"003","Adm_T1_Injury","1.7"
"004","Adm_T1_Poisoning","1.7"
"005","Adm_T1_RespSys Illness","1.7"
"006","Adm_T1_Circulatory system illness","1.7"
